# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# CSV_HEADER = metadata_id,file_list,temporal_segment_start,temporal_segment_end,metadata
"17_bVHkrgT4","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",19.784,20.424,"{""BalletSteps"":""8""}"
"17_WIx9OpSQ","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",20.424,20.984,"{""BalletSteps"":""8""}"
"17_XadLu6B3","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",20.984,21.684,"{""BalletSteps"":""8""}"
"17_A9Z5aUDF","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",21.684,22.584,"{""BalletSteps"":""8""}"
"17_kDkuuHnM","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",24.21059,25.013,"{""BalletSteps"":""6""}"
"17_0xoX4Dso","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",24.211,25.031,"{""BalletSteps"":""19""}"
"17_FgPAj6v5","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",28.208,28.688,"{""BalletSteps"":""8""}"
"17_GpbMvUCA","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",28.688,29.148,"{""BalletSteps"":""8""}"
"17_4xLSNp9C","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",29.148,29.568,"{""BalletSteps"":""8""}"
"17_BIHJX7cV","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",29.568,30.188,"{""BalletSteps"":""8""}"
"17_hQyI3Xht","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",30.188,30.888,"{""BalletSteps"":""8""}"
"17_jdWSqn3Q","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",30.888,31.808,"{""BalletSteps"":""8""}"
"17_8DnSBWlM","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",37.357,37.997,"{""BalletSteps"":""7""}"
"17_272JWFW9","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",38.847,39.727,"{""BalletSteps"":""14""}"
"17_AKFLiKam","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",38.847,42.407,"{""BalletSteps"":""19""}"
"17_rWt5rKBX","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",40.027,40.567,"{""BalletSteps"":""9""}"
"17_OcGOcwIL","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",41.711,42.371,"{""BalletSteps"":""7""}"
"17_od5EorsV","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",43.22,44.2,"{""BalletSteps"":""14""}"
"17_FzUNxieZ","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",44.349,45.069,"{""BalletSteps"":""9""}"
"17_sTs4dRZU","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",46.312,46.912,"{""BalletSteps"":""7""}"
"17_I3XSp7iL","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",47.139,47.619,"{""BalletSteps"":""8""}"
"17_6l6AhQby","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",50.621,51.541,"{""BalletSteps"":""14""}"
"17_vFXfdFnE","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",51.561,52.441,"{""BalletSteps"":""14""}"
"18_eS8emun8","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"18_dxRbmuYU","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",2.345,3.145,"{""BalletSteps"":""14""}"
"18_l0JqqneX","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",6.42,7.22,"{""BalletSteps"":""14""}"
"18_aV6PneVD","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",10.805,11.625,"{""BalletSteps"":""14""}"
"18_jPaHR8xt","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",13.718,14.398,"{""BalletSteps"":""12""}"
"18_qqZj6r6J","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",13.718,14.398,"{""BalletSteps"":""19""}"
"18_eoVctxeX","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",18.686,19.226,"{""BalletSteps"":""9""}"
"18_AqApe0j9","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",19.226,19.866,"{""BalletSteps"":""9""}"
"18_Tgt4Knsg","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",19.866,20.466,"{""BalletSteps"":""9""}"
"18_JptXOKYv","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",20.466,21.226,"{""BalletSteps"":""9""}"
"18_Su6GXNAy","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",21.226,21.826,"{""BalletSteps"":""9""}"
"18_rLiQFXOF","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",21.826,22.946,"{""BalletSteps"":""9""}"
"18_yNoYPAWj","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",28.621,29.141,"{""BalletSteps"":""9""}"
"18_rhXgRjSU","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",29.141,29.601,"{""BalletSteps"":""9""}"
"18_njRB8vh3","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",29.601,30.061,"{""BalletSteps"":""9""}"
"18_4FkwnOwt","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",30.061,30.501,"{""BalletSteps"":""9""}"
"18_XtDcgrN6","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",30.501,31.161,"{""BalletSteps"":""9""}"
"18_fi2rXtKw","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",31.172,31.732,"{""BalletSteps"":""0""}"
"18_GGY9TFLR","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",39.479,40.379,"{""BalletSteps"":""14""}"
"18_XzWyLhe0","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",44.127,45.067,"{""BalletSteps"":""14""}"
"18_1iirSU74","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",50.903,51.403,"{""BalletSteps"":""9""}"
"18_l32tLwrd","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",51.403,51.843,"{""BalletSteps"":""9""}"
"18_ABLOiHyX","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",51.843,52.323,"{""BalletSteps"":""9""}"
"18_fXfQ8nyE","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",52.323,52.963,"{""BalletSteps"":""9""}"
"18_1NbV3P6u","[""file:///C:\\Annotation\\BAS\\BAS0026.mp4""]",53.223,54.043,"{""BalletSteps"":""14""}"
"19_x75GxrDF","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"19_Pr69IeuY","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",2.212,3.032,"{""BalletSteps"":""14""}"
"19_ekUTqbn8","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",6.24,7.08,"{""BalletSteps"":""14""}"
"19_vErz4kU8","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",10.743,11.563,"{""BalletSteps"":""14""}"
"19_piFuSrbA","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",13.701,14.321,"{""BalletSteps"":""13""}"
"19_8niLCXjD","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",13.701,14.321,"{""BalletSteps"":""19""}"
"19_h8nWwHKP","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",18.604,19.124,"{""BalletSteps"":""9""}"
"19_2HXcbVeX","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",19.124,19.764,"{""BalletSteps"":""9""}"
"19_IsjODOcT","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",19.764,20.384,"{""BalletSteps"":""9""}"
"19_XMDKyyXl","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",20.384,21.064,"{""BalletSteps"":""9""}"
"19_NRlCgxYj","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",21.064,21.704,"{""BalletSteps"":""9""}"
"19_1Tslh2ag","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",21.704,22.624,"{""BalletSteps"":""9""}"
"19_IET3ZaaH","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",28.377,28.957,"{""BalletSteps"":""9""}"
"19_drvG1ZtW","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",28.957,29.437,"{""BalletSteps"":""9""}"
"19_yCZVPGM4","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",29.437,29.897,"{""BalletSteps"":""9""}"
"19_I0i3gjfh","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",29.897,30.317,"{""BalletSteps"":""9""}"
"19_MKinEkVP","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",30.317,30.917,"{""BalletSteps"":""9""}"
"19_bxsb3jMz","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",30.992,31.572,"{""BalletSteps"":""0""}"
"19_nlcJ1HQ3","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",39.45,40.37,"{""BalletSteps"":""14""}"
"19_AMe4VAhA","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",44.109,45.009,"{""BalletSteps"":""14""}"
"19_Ui2XSCbd","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",50.653,51.193,"{""BalletSteps"":""9""}"
"19_SzyGcu08","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",51.193,51.633,"{""BalletSteps"":""9""}"
"19_peJ1If5O","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",51.633,52.153,"{""BalletSteps"":""9""}"
"19_CDrktNJs","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",52.153,52.793,"{""BalletSteps"":""9""}"
"19_SnbYQXlB","[""file:///C:\\Annotation\\BAS\\BAS0027.mp4""]",53.03,53.83,"{""BalletSteps"":""14""}"
"20_Eriy8tpD","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"20_S8sWvgWr","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",0,0.64,"{""BalletSteps"":""0""}"
"20_RoLZVBG3","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",2.701,3.601,"{""BalletSteps"":""14""}"
"20_hOsquhNV","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",10.733,11.553,"{""BalletSteps"":""14""}"
"20_hX8U0YwY","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",12.787,13.787,"{""BalletSteps"":""8""}"
"20_fXPQIJsQ","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",18.917,19.397,"{""BalletSteps"":""9""}"
"20_sWANgjfr","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",19.397,19.857,"{""BalletSteps"":""9""}"
"20_2ijReE7c","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",19.857,20.357,"{""BalletSteps"":""9""}"
"20_fZeXkYkq","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",20.357,20.877,"{""BalletSteps"":""9""}"
"20_lpwp2lEc","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",20.877,21.677,"{""BalletSteps"":""9""}"
"20_NeShyci6","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",22.501,22.881,"{""BalletSteps"":""1""}"
"20_zDEq6iZV","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",27.773,28.273,"{""BalletSteps"":""9""}"
"20_LwWixsKn","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",28.273,28.753,"{""BalletSteps"":""9""}"
"20_xl5yaKqX","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",28.753,29.273,"{""BalletSteps"":""9""}"
"20_RNsyXPZg","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",29.273,29.873,"{""BalletSteps"":""9""}"
"20_QTkTAxTg","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",29.873,30.913,"{""BalletSteps"":""9""}"
"20_XNtthe4a","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",37.894,38.674,"{""BalletSteps"":""6""}"
"20_Jzjz8wy6","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",41.484,42.304,"{""BalletSteps"":""6""}"
"20_zKMGa1tb","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",41.484,42.304,"{""BalletSteps"":""19""}"
"20_VfBYTGX7","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",50.7,51.28,"{""BalletSteps"":""9""}"
"20_cKTXa4mJ","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",51.28,51.84,"{""BalletSteps"":""9""}"
"20_IxZ6uIr9","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",51.84,52.32,"{""BalletSteps"":""9""}"
"20_YPwlHEI1","[""file:///C:\\Annotation\\BAS\\BAS0028.mp4""]",52.662,53.562,"{""BalletSteps"":""14""}"
